nsf_proposal_links_v0,lead_researcher,team,goodness_score
https://www.nsf.gov/pubs/2026/nsf26022/nsf26022.htm,Donald Romero,"['Donald Romero', 'Stacy Miller', 'Julie Garcia', 'Jason Arnold', 'Lori Dunn']",0.5625
https://www.nsf.gov/pubs/2026/nsf26023/nsf26023.htm,Christy Lewis,"['Christy Lewis', 'Jamie Anderson', 'Karen Jones', 'Scott Campbell']",0.475
https://www.nsf.gov/pubs/2026/nsf26024/nsf26024.htm,Cory Ward DVM,"['Cory Ward DVM', 'Jason Arnold', 'Stephen Mullins', 'Stacy Miller']",0.575
https://www.nsf.gov/pubs/2026/nsf26025/nsf26025.htm,John Reid,"['John Reid', 'Jason Arnold', 'Katherine Young', 'Amy Thornton', 'Timothy Webster']",0.5416666666666666
https://www.nsf.gov/pubs/2026/nsf26026/nsf26026.htm,Kelsey Moore,"['Kelsey Moore', 'Scott Campbell', 'Trevor Erickson', 'Joseph Bell']",0.39999999999999997
https://www.nsf.gov/pubs/2026/nsf26027/nsf26027.htm,Shawn Taylor,"['Shawn Taylor', 'Timothy Webster', 'Katherine Young']",0.5
https://www.nsf.gov/pubs/2026/nsf26028/nsf26028.htm,Isabel Davis,"['Isabel Davis', 'Stephen Mullins', 'Stacy Miller', 'Heather Hansen']",0.225
https://www.nsf.gov/pubs/2026/nsf26029/nsf26029.htm,David Carr,"['David Carr', 'Julie Garcia', 'Stephen Mullins']",0.3875
https://www.nsf.gov/pubs/2026/nsf26030/nsf26030.htm,Charles Patel,"['Charles Patel', 'Scott Campbell', 'Anthony Mccarthy', 'Michelle Wells', 'Amy Thornton']",0.625
https://www.nsf.gov/pubs/2026/nsf26031/nsf26031.htm,Nicole Valdez,"['Nicole Valdez', 'Scott Campbell', 'Stephen Mullins']",0.5214285714285714
https://www.nsf.gov/pubs/2026/nsf26032/nsf26032.htm,Robert Stephenson,"['Robert Stephenson', 'Stephanie Haynes']",0.2
https://www.nsf.gov/pubs/2026/nsf26033/nsf26033.htm,Anna Robbins,"['Anna Robbins', 'Amy Thornton', 'Heather Hansen']",0.325
https://www.nsf.gov/pubs/2026/nsf26034/nsf26034.htm,Cindy Brown,"['Cindy Brown', 'Stephanie Haynes', 'Jamie Anderson']",0.37857142857142856
https://www.nsf.gov/pubs/2026/nsf26035/nsf26035.htm,Mary Gray,"['Mary Gray', 'Anna Moore', 'Julie Garcia', 'Jamie Anderson', 'Lori Dunn']",0.6
https://www.nsf.gov/pubs/2026/nsf26036/nsf26036.htm,Cindy Williams,"['Cindy Williams', 'Katherine Young', 'Anna Moore']",0.42500000000000004
https://www.nsf.gov/pubs/2026/nsf26037/nsf26037.htm,Denise Hudson,"['Denise Hudson', 'Karen Jones']",0.4875
https://www.nsf.gov/pubs/2026/nsf26038/nsf26038.htm,Amanda Valenzuela,"['Amanda Valenzuela', 'Katherine Young', 'Michelle Wells', 'Scott Campbell']",0.475
https://www.nsf.gov/pubs/2026/nsf26039/nsf26039.htm,Crystal Austin,"['Crystal Austin', 'Timothy Webster', 'Karen Jones']",0.48125
https://www.nsf.gov/pubs/2026/nsf26040/nsf26040.htm,Jeffrey Mcdonald,"['Jeffrey Mcdonald', 'Amy Thornton']",0.35000000000000003
https://www.nsf.gov/pubs/2026/nsf26041/nsf26041.htm,Nicholas Burgess Jr.,"['Nicholas Burgess Jr.', 'Scott Campbell', 'Timothy Webster', 'Katherine Young', 'Isabel Davis']",0.375
https://www.nsf.gov/pubs/2026/nsf26042/nsf26042.htm,Diane Stone,"['Diane Stone', 'Lori Dunn', 'Katherine Young', 'Amy Thornton', 'Heather Hansen']",0.525
https://www.nsf.gov/pubs/2026/nsf26043/nsf26043.htm,Tom Rivera,"['Tom Rivera', 'Julie Garcia', 'Trevor Erickson', 'Anthony Mccarthy', 'Stephanie Haynes']",0.5
https://www.nsf.gov/pubs/2026/nsf26044/nsf26044.htm,Patricia Mcintosh,"['Patricia Mcintosh', 'Scott Campbell', 'Timothy Webster', 'Michelle Wells', 'Anthony Mccarthy']",0.375
https://www.nsf.gov/pubs/2026/nsf26045/nsf26045.htm,Richard Donaldson,"['Richard Donaldson', 'Lori Dunn']",0.2642857142857143
https://www.nsf.gov/pubs/2026/nsf26046/nsf26046.htm,Daniel Hayes,"['Daniel Hayes', 'Lori Dunn', 'Trevor Erickson', 'Joseph Bell']",0.35
https://www.nsf.gov/pubs/2026/nsf26047/nsf26047.htm,Kelly Douglas,"['Kelly Douglas', 'Jamie Anderson', 'Katherine Young', 'Michelle Wells', 'Anthony Mccarthy']",0.3125
https://www.nsf.gov/pubs/2026/nsf26048/nsf26048.htm,Natasha Harris,"['Natasha Harris', 'Jamie Anderson', 'Trevor Erickson']",0.36071428571428565
https://www.nsf.gov/pubs/2026/nsf26049/nsf26049.htm,Debra Shaffer,"['Debra Shaffer', 'Katherine Young', 'Scott Campbell', 'Amy Thornton', 'Karen Jones']",0.5833333333333333
https://www.nsf.gov/pubs/2026/nsf26050/nsf26050.htm,Lori Bartlett,"['Lori Bartlett', 'Anna Moore', 'Karen Jones']",0.4
https://www.nsf.gov/pubs/2026/nsf26051/nsf26051.htm,James Rasmussen,"['James Rasmussen', 'Julie Garcia', 'Stacy Miller', 'Stephen Mullins', 'Scott Campbell']",0.5833333333333333
https://www.nsf.gov/pubs/2026/nsf26052/nsf26052.htm,Anthony Patterson,"['Anthony Patterson', 'Stacy Miller', 'Julie Garcia']",0.525
https://www.nsf.gov/pubs/2026/nsf26053/nsf26053.htm,Tony Powell,"['Tony Powell', 'Stacy Miller', 'Stephen Mullins']",0.48571428571428565
https://www.nsf.gov/pubs/2026/nsf26054/nsf26054.htm,Matthew Hodges,"['Matthew Hodges', 'Jamie Anderson', 'Trevor Erickson']",0.325
https://www.nsf.gov/pubs/2026/nsf26055/nsf26055.htm,James Ramos,"['James Ramos', 'Michelle Wells', 'Timothy Webster', 'Cindy Williams', 'Stacy Miller']",0.4375
https://www.nsf.gov/pubs/2026/nsf26056/nsf26056.htm,Chloe Johnson,"['Chloe Johnson', 'Lori Dunn', 'Katherine Young', 'Trevor Erickson', 'Stacy Miller']",0.5416666666666666
https://www.nsf.gov/pubs/2026/nsf26057/nsf26057.htm,Catherine Brooks,"['Catherine Brooks', 'Timothy Webster']",0.37142857142857144
https://www.nsf.gov/pubs/2026/nsf26058/nsf26058.htm,Michael Richardson,"['Michael Richardson', 'Anna Moore', 'Isabel Davis', 'Julie Garcia']",0.47500000000000003
https://www.nsf.gov/pubs/2026/nsf26059/nsf26059.htm,Angela Morrison,"['Angela Morrison', 'Katherine Young', 'Scott Campbell']",0.325
https://www.nsf.gov/pubs/2026/nsf26060/nsf26060.htm,Brittany Strickland,"['Brittany Strickland', 'Timothy Webster', 'Joseph Bell']",0.4678571428571428
https://www.nsf.gov/pubs/2026/nsf26061/nsf26061.htm,Calvin Lawrence,"['Calvin Lawrence', 'Timothy Webster', 'Isabel Davis', 'Julie Garcia', 'Karen Jones']",0.421875
https://www.nsf.gov/pubs/2026/nsf26062/nsf26062.htm,Lauren Johnson,"['Lauren Johnson', 'Scott Campbell', 'Julie Garcia', 'Anthony Mccarthy', 'Amy Thornton']",0.625
https://www.nsf.gov/pubs/2026/nsf26063/nsf26063.htm,Denise King,"['Denise King', 'Stacy Miller', 'Timothy Webster']",0.3666666666666667
https://www.nsf.gov/pubs/2026/nsf26064/nsf26064.htm,Nicole Valdez,"['Nicole Valdez', 'Lori Dunn', 'Katherine Young', 'Stephanie Haynes', 'Anthony Mccarthy']",0.4375
https://www.nsf.gov/pubs/2026/nsf26065/nsf26065.htm,Jeffrey Mcdonald,"['Jeffrey Mcdonald', 'Karen Jones']",0.14375
https://www.nsf.gov/pubs/2026/nsf26066/nsf26066.htm,James Mason,"['James Mason', 'Anthony Mccarthy']",0.190625
https://www.nsf.gov/pubs/2026/nsf26067/nsf26067.htm,Jennifer Wilson,"['Jennifer Wilson', 'Amy Thornton', 'Joseph Bell']",0.3875
https://www.nsf.gov/pubs/2026/nsf26068/nsf26068.htm,Raymond Espinoza,"['Raymond Espinoza', 'Stacy Miller']",0.284375
https://www.nsf.gov/pubs/2026/nsf26069/nsf26069.htm,Kathryn Morrison,"['Kathryn Morrison', 'Cindy Williams', 'Lori Dunn']",0.3458333333333333
https://www.nsf.gov/pubs/2026/nsf26070/nsf26070.htm,Joseph Cisneros,"['Joseph Cisneros', 'Anna Moore']",0.175
https://www.nsf.gov/pubs/2026/nsf26071/nsf26071.htm,Jerry Mayo,"['Jerry Mayo', 'Cindy Williams']",0.20625
https://www.nsf.gov/pubs/2026/nsf26072/nsf26072.htm,Amanda Smith,"['Amanda Smith', 'Joseph Bell', 'Jason Arnold', 'Anna Moore']",0.39166666666666666
https://www.nsf.gov/pubs/2026/nsf26073/nsf26073.htm,Richard Stephenson,"['Richard Stephenson', 'Cindy Williams', 'Amy Thornton']",0.3458333333333333
https://www.nsf.gov/pubs/2026/nsf26074/nsf26074.htm,Joshua Jenkins,"['Joshua Jenkins', 'Anna Moore', 'Stacy Miller']",0.3458333333333333
https://www.nsf.gov/pubs/2026/nsf26075/nsf26075.htm,Jason Perry,"['Jason Perry', 'Karen Jones', 'Scott Campbell', 'Stephanie Haynes', 'Katherine Young']",0.125
https://www.nsf.gov/pubs/2026/nsf26076/nsf26076.htm,Jerry Hanson,"['Jerry Hanson', 'Lori Dunn', 'Timothy Webster']",0.45
https://www.nsf.gov/pubs/2026/nsf26077/nsf26077.htm,Christina Thomas,"['Christina Thomas', 'Katherine Young', 'Heather Hansen', 'Michelle Wells', 'Stacy Miller']",0.375
https://www.nsf.gov/pubs/2026/nsf26078/nsf26078.htm,Joseph Cisneros,"['Joseph Cisneros', 'Timothy Webster']",0.4
https://www.nsf.gov/pubs/2026/nsf26079/nsf26079.htm,Laura Thomas,"['Laura Thomas', 'Jamie Anderson']",0.22857142857142856
https://www.nsf.gov/pubs/2026/nsf26080/nsf26080.htm,David Burgess,"['David Burgess', 'Michelle Wells', 'Joseph Bell']",0.29375
https://www.nsf.gov/pubs/2026/nsf26081/nsf26081.htm,Shannon Adams,"['Shannon Adams', 'Cindy Williams', 'Stephen Mullins', 'Anthony Mccarthy', 'Isabel Davis']",0.5
https://www.nsf.gov/pubs/2026/nsf26082/nsf26082.htm,Andrew Martin,"['Andrew Martin', 'Scott Campbell']",0.35
https://www.nsf.gov/pubs/2026/nsf26083/nsf26083.htm,Michelle Baker,"['Michelle Baker', 'Katherine Young', 'Michelle Wells', 'Timothy Webster']",0.45000000000000007
https://www.nsf.gov/pubs/2026/nsf26084/nsf26084.htm,Johnathan Gamble,"['Johnathan Gamble', 'Stephen Mullins', 'Karen Jones', 'Scott Campbell']",0.5375
https://www.nsf.gov/pubs/2026/nsf26085/nsf26085.htm,Amanda Young,"['Amanda Young', 'Karen Jones', 'Scott Campbell']",0.4708333333333333
https://www.nsf.gov/pubs/2026/nsf26086/nsf26086.htm,Amy Cochran,"['Amy Cochran', 'Scott Campbell', 'Cindy Williams', 'Stephen Mullins']",0.32916666666666666
https://www.nsf.gov/pubs/2026/nsf26087/nsf26087.htm,Justin Ramos,"['Justin Ramos', 'Heather Hansen', 'Trevor Erickson', 'Julie Garcia']",0.428125
https://www.nsf.gov/pubs/2026/nsf26088/nsf26088.htm,Dean Rivera,"['Dean Rivera', 'Stacy Miller']",0.35357142857142854
https://www.nsf.gov/pubs/2026/nsf26089/nsf26089.htm,Amanda Young,"['Amanda Young', 'Karen Jones', 'Amy Thornton', 'Julie Garcia', 'Timothy Webster']",0.29166666666666663
https://www.nsf.gov/pubs/2026/nsf26090/nsf26090.htm,Ashley Ellis,"['Ashley Ellis', 'Stephanie Haynes', 'Stacy Miller', 'Isabel Davis', 'Anna Moore']",0.25
https://www.nsf.gov/pubs/2026/nsf26091/nsf26091.htm,Danielle Rodriguez PhD,"['Danielle Rodriguez PhD', 'Timothy Webster']",0.3
https://www.nsf.gov/pubs/2026/nsf26092/nsf26092.htm,Stephen Jackson,"['Stephen Jackson', 'Isabel Davis', 'Amy Thornton', 'Karen Jones']",0.396875
https://www.nsf.gov/pubs/2026/nsf26093/nsf26093.htm,Melissa West,"['Melissa West', 'Jamie Anderson', 'Katherine Young', 'Isabel Davis', 'Stephanie Haynes']",0.39999999999999997
https://www.nsf.gov/pubs/2026/nsf26094/nsf26094.htm,Joseph Cisneros,"['Joseph Cisneros', 'Anna Moore']",0.05
https://www.nsf.gov/pubs/2026/nsf26095/nsf26095.htm,Diamond Barnes,"['Diamond Barnes', 'Lori Dunn']",0.3625
https://www.nsf.gov/pubs/2026/nsf26096/nsf26096.htm,Patrick Rivera,"['Patrick Rivera', 'Cindy Williams']",0.40714285714285714
https://www.nsf.gov/pubs/2026/nsf26097/nsf26097.htm,Jason Schroeder,"['Jason Schroeder', 'Jamie Anderson']",0.175
https://www.nsf.gov/pubs/2026/nsf26098/nsf26098.htm,Alex Cunningham,"['Alex Cunningham', 'Stephen Mullins', 'Katherine Young', 'Stacy Miller', 'Isabel Davis']",0.59375
https://www.nsf.gov/pubs/2026/nsf26099/nsf26099.htm,Victoria Roach,"['Victoria Roach', 'Amy Thornton', 'Trevor Erickson', 'Karen Jones']",0.4035714285714286
https://www.nsf.gov/pubs/2026/nsf26100/nsf26100.htm,Julie Larson,"['Julie Larson', 'Amy Thornton', 'Stephen Mullins', 'Katherine Young']",0.35
https://www.nsf.gov/pubs/2026/nsf26101/nsf26101.htm,Courtney Williams,"['Courtney Williams', 'Anthony Mccarthy', 'Stephanie Haynes', 'Anna Moore', 'Timothy Webster']",0.375
https://www.nsf.gov/pubs/2026/nsf26102/nsf26102.htm,Brian Robinson,"['Brian Robinson', 'Trevor Erickson', 'Michelle Wells', 'Cindy Williams', 'Joseph Bell']",0.53125
https://www.nsf.gov/pubs/2026/nsf26103/nsf26103.htm,Ernest Santiago,"['Ernest Santiago', 'Anna Moore']",0.26875
https://www.nsf.gov/pubs/2026/nsf26104/nsf26104.htm,Larry Mendoza,"['Larry Mendoza', 'Katherine Young', 'Anna Moore']",0.325
https://www.nsf.gov/pubs/2026/nsf26105/nsf26105.htm,Brittany Bridges,"['Brittany Bridges', 'Stephen Mullins']",0.26875
https://www.nsf.gov/pubs/2026/nsf26106/nsf26106.htm,Mark Jordan,"['Mark Jordan', 'Karen Jones', 'Stephen Mullins']",0.325
https://www.nsf.gov/pubs/2026/nsf26107/nsf26107.htm,Raymond Johnson,"['Raymond Johnson', 'Stacy Miller', 'Jason Arnold']",0.325
https://www.nsf.gov/pubs/2026/nsf26108/nsf26108.htm,Hannah Walters,"['Hannah Walters', 'Stephanie Haynes', 'Amy Thornton', 'Cindy Williams']",0.275
https://www.nsf.gov/pubs/2026/nsf26109/nsf26109.htm,Kelly Flores,"['Kelly Flores', 'Jason Arnold']",0.27499999999999997
https://www.nsf.gov/pubs/2026/nsf26110/nsf26110.htm,Mitchell Lambert,"['Mitchell Lambert', 'Timothy Webster', 'Stephen Mullins', 'Scott Campbell', 'Isabel Davis']",0.575
https://www.nsf.gov/pubs/2026/nsf26111/nsf26111.htm,James Barker,"['James Barker', 'Joseph Bell', 'Katherine Young', 'Isabel Davis']",0.43333333333333335
https://www.nsf.gov/pubs/2026/nsf26112/nsf26112.htm,Ann Farley,"['Ann Farley', 'Karen Jones', 'Katherine Young']",0.4291666666666667
https://www.nsf.gov/pubs/2026/nsf26113/nsf26113.htm,Diane Kline,"['Diane Kline', 'Julie Garcia', 'Heather Hansen']",0.4083333333333333
https://www.nsf.gov/pubs/2026/nsf26114/nsf26114.htm,Hannah Walters,"['Hannah Walters', 'Jamie Anderson']",0.33125
https://www.nsf.gov/pubs/2026/nsf26115/nsf26115.htm,Adam Rose,"['Adam Rose', 'Cindy Williams', 'Isabel Davis', 'Scott Campbell']",0.2875
https://www.nsf.gov/pubs/2026/nsf26116/nsf26116.htm,Roberto Davis,"['Roberto Davis', 'Anna Moore']",0.3
https://www.nsf.gov/pubs/2026/nsf26117/nsf26117.htm,Andrew Roth,"['Andrew Roth', 'Anna Moore', 'Lori Dunn', 'Julie Garcia', 'Karen Jones']",0.125
https://www.nsf.gov/pubs/2026/nsf26118/nsf26118.htm,Colin Bartlett,"['Colin Bartlett', 'Cindy Williams', 'Lori Dunn', 'Amy Thornton', 'Anthony Mccarthy']",0.625
https://www.nsf.gov/pubs/2026/nsf26119/nsf26119.htm,Tara Thompson,"['Tara Thompson', 'Julie Garcia', 'Stephanie Haynes']",0.325
https://www.nsf.gov/pubs/2026/nsf26120/nsf26120.htm,Zachary Aguilar,"['Zachary Aguilar', 'Amy Thornton']",0.3416666666666667
https://www.nsf.gov/pubs/2026/nsf26121/nsf26121.htm,Crystal Goodman,"['Crystal Goodman', 'Stephen Mullins', 'Julie Garcia', 'Heather Hansen', 'Cindy Williams']",0.5
https://www.nsf.gov/pubs/2026/nsf26122/nsf26122.htm,Linda Leblanc,"['Linda Leblanc', 'Lori Dunn', 'Jamie Anderson', 'Stephanie Haynes', 'Anna Moore']",0.35416666666666663
https://www.nsf.gov/pubs/2026/nsf26123/nsf26123.htm,Austin Williamson,"['Austin Williamson', 'Jamie Anderson']",0.35000000000000003
https://www.nsf.gov/pubs/2026/nsf26124/nsf26124.htm,Joshua Jenkins,"['Joshua Jenkins', 'Stephanie Haynes']",0.05
https://www.nsf.gov/pubs/2026/nsf26125/nsf26125.htm,Jacqueline Lewis,"['Jacqueline Lewis', 'Jamie Anderson', 'Julie Garcia']",0.37857142857142856
https://www.nsf.gov/pubs/2026/nsf26126/nsf26126.htm,James Cook,"['James Cook', 'Heather Hansen']",0.3625
https://www.nsf.gov/pubs/2026/nsf26127/nsf26127.htm,Mr. Paul Logan DDS,"['Mr. Paul Logan DDS', 'Julie Garcia', 'Joseph Bell']",0.525
https://www.nsf.gov/pubs/2026/nsf26128/nsf26128.htm,Nicholas Farmer,"['Nicholas Farmer', 'Katherine Young', 'Stephanie Haynes']",0.45
https://www.nsf.gov/pubs/2026/nsf26129/nsf26129.htm,Jennifer Walker,"['Jennifer Walker', 'Joseph Bell']",0.5083333333333333
https://www.nsf.gov/pubs/2026/nsf26130/nsf26130.htm,James Sanchez,"['James Sanchez', 'Amy Thornton', 'Lori Dunn']",0.36071428571428565
https://www.nsf.gov/pubs/2026/nsf26131/nsf26131.htm,Virginia Lloyd,"['Virginia Lloyd', 'Jason Arnold', 'Amy Thornton', 'Anna Moore']",0.4125
https://www.nsf.gov/pubs/2026/nsf26132/nsf26132.htm,Andrew Salazar,"['Andrew Salazar', 'Scott Campbell', 'Anna Moore']",0.371875
https://www.nsf.gov/pubs/2026/nsf26133/nsf26133.htm,Misty Flynn,"['Misty Flynn', 'Stacy Miller', 'Heather Hansen', 'Timothy Webster']",0.26666666666666666
https://www.nsf.gov/pubs/2026/nsf26134/nsf26134.htm,Mark Roman,"['Mark Roman', 'Stephen Mullins', 'Anna Moore', 'Karen Jones', 'Amy Thornton']",0.5
https://www.nsf.gov/pubs/2026/nsf26135/nsf26135.htm,Michael Palmer,"['Michael Palmer', 'Joseph Bell', 'Scott Campbell']",0.4083333333333333
https://www.nsf.gov/pubs/2026/nsf26136/nsf26136.htm,Lisa Brown,"['Lisa Brown', 'Trevor Erickson']",0.4875
https://www.nsf.gov/pubs/2026/nsf26137/nsf26137.htm,Melissa Cole,"['Melissa Cole', 'Lori Dunn', 'Karen Jones', 'Julie Garcia', 'Stephanie Haynes']",0.375
https://www.nsf.gov/pubs/2026/nsf26138/nsf26138.htm,Dustin Porter,"['Dustin Porter', 'Trevor Erickson', 'Isabel Davis', 'Joseph Bell']",0.6
https://www.nsf.gov/pubs/2026/nsf26139/nsf26139.htm,John Shelton,"['John Shelton', 'Lori Dunn', 'Isabel Davis', 'Scott Campbell']",0.19375
https://www.nsf.gov/pubs/2026/nsf26140/nsf26140.htm,Kelly Ryan,"['Kelly Ryan', 'Heather Hansen']",0.27499999999999997
https://www.nsf.gov/pubs/2026/nsf26141/nsf26141.htm,Heidi Johnson,"['Heidi Johnson', 'Katherine Young', 'Karen Jones', 'Anna Moore', 'Scott Campbell']",0.35416666666666663
https://www.nsf.gov/pubs/2026/nsf26142/nsf26142.htm,Mark Holt,"['Mark Holt', 'Amy Thornton', 'Anthony Mccarthy', 'Isabel Davis']",0.3857142857142857
https://www.nsf.gov/pubs/2026/nsf26143/nsf26143.htm,Stephanie Todd,"['Stephanie Todd', 'Lori Dunn', 'Julie Garcia', 'Joseph Bell']",0.5
https://www.nsf.gov/pubs/2026/nsf26144/nsf26144.htm,Daniel Phillips,"['Daniel Phillips', 'Amy Thornton', 'Stephanie Haynes', 'Michelle Wells', 'Jason Arnold']",0.45000000000000007
https://www.nsf.gov/pubs/2026/nsf26145/nsf26145.htm,David Thomas,"['David Thomas', 'Amy Thornton', 'Anna Moore']",0.45
https://www.nsf.gov/pubs/2026/nsf26146/nsf26146.htm,Hannah Jacobs,"['Hannah Jacobs', 'Stephanie Haynes']",0.3416666666666667
https://www.nsf.gov/pubs/2026/nsf26147/nsf26147.htm,Susan Green,"['Susan Green', 'Michelle Wells']",0.2375
https://www.nsf.gov/pubs/2026/nsf26148/nsf26148.htm,Mrs. Brandi Reid,"['Mrs. Brandi Reid', 'Timothy Webster']",0.3416666666666667
https://www.nsf.gov/pubs/2026/nsf26149/nsf26149.htm,Sandra Villegas,"['Sandra Villegas', 'Michelle Wells', 'Julie Garcia']",0.375
https://www.nsf.gov/pubs/2026/nsf26150/nsf26150.htm,Anthony Sellers,"['Anthony Sellers', 'Amy Thornton', 'Stacy Miller', 'Stephanie Haynes', 'Joseph Bell']",0.625
https://www.nsf.gov/pubs/2026/nsf26151/nsf26151.htm,Bianca Hamilton,"['Bianca Hamilton', 'Stacy Miller']",0.4875
https://www.nsf.gov/pubs/2026/nsf26152/nsf26152.htm,Henry Rodriguez,"['Henry Rodriguez', 'Isabel Davis', 'Timothy Webster']",0.5125
https://www.nsf.gov/pubs/2026/nsf26153/nsf26153.htm,Yesenia Joseph,"['Yesenia Joseph', 'Stacy Miller']",0.32499999999999996
https://www.nsf.gov/pubs/2026/nsf26154/nsf26154.htm,Caitlin Kennedy,"['Caitlin Kennedy', 'Stephen Mullins']",0.2375
https://www.nsf.gov/pubs/2026/nsf26155/nsf26155.htm,Stacey Green,"['Stacey Green', 'Jamie Anderson', 'Lori Dunn', 'Timothy Webster']",0.2875
https://www.nsf.gov/pubs/2026/nsf26156/nsf26156.htm,Aaron Dickson,"['Aaron Dickson', 'Michelle Wells']",0.26875
https://www.nsf.gov/pubs/2026/nsf26157/nsf26157.htm,Michael Patterson,"['Michael Patterson', 'Joseph Bell', 'Katherine Young', 'Karen Jones']",0.396875
https://www.nsf.gov/pubs/2026/nsf26158/nsf26158.htm,Scott Lewis,"['Scott Lewis', 'Anna Moore', 'Scott Campbell', 'Trevor Erickson']",0.5375
https://www.nsf.gov/pubs/2026/nsf26159/nsf26159.htm,Deanna Kim,"['Deanna Kim', 'Cindy Williams', 'Katherine Young', 'Jamie Anderson', 'Karen Jones']",0.609375
https://www.nsf.gov/pubs/2026/nsf26160/nsf26160.htm,Jordan Davis,"['Jordan Davis', 'Julie Garcia']",0.21666666666666667
https://www.nsf.gov/pubs/2026/nsf26161/nsf26161.htm,Jason Sheppard,"['Jason Sheppard', 'Jamie Anderson', 'Scott Campbell', 'Isabel Davis']",0.475
https://www.nsf.gov/pubs/2026/nsf26162/nsf26162.htm,Christina Rodriguez,"['Christina Rodriguez', 'Heather Hansen', 'Trevor Erickson', 'Stacy Miller']",0.5642857142857143
https://www.nsf.gov/pubs/2026/nsf26163/nsf26163.htm,Raymond Johnson,"['Raymond Johnson', 'Isabel Davis', 'Heather Hansen', 'Jamie Anderson', 'Stephen Mullins']",0.625
https://www.nsf.gov/pubs/2026/nsf26164/nsf26164.htm,Marco Burns,"['Marco Burns', 'Jamie Anderson', 'Trevor Erickson', 'Cindy Williams']",0.6
https://www.nsf.gov/pubs/2026/nsf26165/nsf26165.htm,Lisa Perez,"['Lisa Perez', 'Lori Dunn']",0.15714285714285714
